220705,SAN MARTIN,PICOTA,PUCACACA,127140,PUCACACA,-76.34118879000,-6.84940726000
140110,LAMBAYEQUE,CHICLAYO,OYOTUN,128087,OYOTUN,-79.30241864000,-6.84561140000
060304,CAJAMARCA,CELENDIN,HUASMIN,113313,HUASMIN,-78.24498532000,-6.83759280000
140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,127104,PIMENTEL,-79.93569339000,-6.83576653000
220302,SAN MARTIN,EL DORADO,AGUA BLANCA,123774,AGUA BLANCA,-76.69553615000,-6.72496802000
220913,SAN MARTIN,SAN MARTIN,SAUCE,132235,SAUCE,-76.21709552000,-6.69028077000
010103,AMAZONAS,CHACHAPOYAS,BALSAS,126577,BALSAS,-78.01844790000,-6.83550602000
061104,CAJAMARCA,SAN MIGUEL,CATILLUC,539115,CATILLUC,-78.77896286000,-6.80169649000
220910,SAN MARTIN,SAN MARTIN,MORALES,120865,MORALES,-76.38323002000,-6.47860990000
140119,LAMBAYEQUE,CHICLAYO,PUCALA,122208,PUCALA,-79.61067590000,-6.78139140000
140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,130226,SAN JOSE,-79.96630415000,-6.76797336000
140118,LAMBAYEQUE,CHICLAYO,POMALCA,122940,POMALCA,-79.77740727000,-6.76748728000
061112,CAJAMARCA,SAN MIGUEL,TONGOD,124097,TONGOD,-78.82472039000,-6.75651082000
140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,124397,JOSE LEONARDO ORTIZ,-79.83486178000,-6.76047615000
010604,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,118106,HUAMBO,-77.53783665000,-6.42894552000
060404,CAJAMARCA,CHOTA,CHIGUIRIP,131019,CHIGUIRIP,-78.72133791000,-6.42818967000
010511,AMAZONAS,LUYA,MARIA,127071,MARIA,-77.96060837000,-6.42880407000
140120,LAMBAYEQUE,CHICLAYO,TUMAN,126270,TUMAN,-79.70345165000,-6.75042452000
220304,SAN MARTIN,EL DORADO,SANTA ROSA,117872,SANTA ROSA,-76.62335665000,-6.74633615000
061307,CAJAMARCA,SANTA CRUZ,PULAN,132020,PULAN,-78.92047553000,-6.73888117000
140117,LAMBAYEQUE,CHICLAYO,PATAPO,123038,PATAPO,-79.63915266000,-6.73803952000
010517,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,117903,SAN FRANCISCO DEL YESO,-77.81145241000,-6.64693467000
061306,CAJAMARCA,SANTA CRUZ,NINABAMBA,117818,NINABAMBA,-78.78763415000,-6.65035545000
140204,LAMBAYEQUE,FERRE├æAFE,MANUEL ANTONIO MESONES MURO,116573,MANUEL ANTONIO MESONES MURO,-79.73914491000,-6.64447709000
140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,127324,CHONGOYAPE,-79.38511027000,-6.64355390000
140206,LAMBAYEQUE,FERRE├æAFE,PUEBLO NUEVO,115420,PUEBLO NUEVO,-79.79686156000,-6.64033739000
220508,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,515273,SAN ROQUE DE CUMBAZA,-76.43862964000,-6.38590078000
140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,117219,SALAS,-79.60575928000,-6.27398743000
061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,126389,YAUYACAN,-78.81891942000,-6.67717274000
220902,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,131968,UTCURARCA,-76.28702101000,-6.66304177000
061302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,246161,ANDABAMBA,-78.81729596000,-6.66279792000
061303,CAJAMARCA,SANTA CRUZ,CATACHE,117539,CATACHE,-79.03258328000,-6.67395886000
140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,225412,CHOCHOPE,-79.64805555000,-6.15777730000
010521,AMAZONAS,LUYA,SANTO TOMAS,125400,SANTO TOMAS DE QUILLAY,-77.86569856000,-6.57268978000
220904,SAN MARTIN,SAN MARTIN,CHAZUTA,240252,CHAZUTA,-76.12887878000,-6.57140828000
220908,SAN MARTIN,SAN MARTIN,JUAN GUERRA,124646,JUAN GUERRA,-76.32415840000,-6.58426027000
060413,CAJAMARCA,CHOTA,PACCHA,130099,PACCHA,-78.42434847000,-6.49739751000
061304,CAJAMARCA,SANTA CRUZ,CHANCAYBA├æOS,120134,CHANCAY BA├æOS,-78.86729687000,-6.57604808000
010608,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,123931,MILPUC,-77.44004703000,-6.49869339000
010503,AMAZONAS,LUYA,COCABAMBA,548644,COCABAMBA,-78.00506095000,-6.61430834000
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,125753,MONTEVIDEO,-77.80232990000,-6.61830414000
140205,LAMBAYEQUE,FERRE├æAFE,PITIPO,119454,PITIPO,-79.78087716000,-6.56567358000
061309,CAJAMARCA,SANTA CRUZ,SEXI,131383,SEXI,-79.05132620000,-6.56384729000
140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,114581,MOCHUMI,-79.86459177000,-6.54741976000
220305,SAN MARTIN,EL DORADO,SHATOJA,130471,SHATOJA,-76.72009676000,-6.52790890000
160502,LORETO,REQUENA,ALTO TAPICHE,110610,SANTA ELENA,-74.09420424000,-6.02576162000
220303,SAN MARTIN,EL DORADO,SAN MARTIN,125922,SAN MARTIN ALAO,-76.74080678000,-6.51399440000
140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,116296,MORROPE,-80.01536623000,-6.54037540000
220511,SAN MARTIN,LAMAS,ZAPATERO,112366,ZAPATERO,-76.49419152000,-6.52987940000
060419,CAJAMARCA,CHOTA,CHALAMARCA,125431,CHALAMARCA,-78.47972322000,-6.50317583000
010611,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,129722,TOTORA,-77.47193515000,-6.49272989000
220909,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,119400,LA BANDA DE SHILCAYO,-76.35436502000,-6.49058465000
010611,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,123999,CHIRIMOTO,-77.44558990000,-6.51603965000
220505,SAN MARTIN,LAMAS,CU├æUMBUQUI,111816,CU├æUMBUQUI,-76.48117827000,-6.51081690000
140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,110190,TUCUME,-79.85935934000,-6.50977423000
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,111007,LA JALCA,-77.81521527000,-6.48465152000
140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,124762,ILLIMO,-79.85512665000,-6.47402126000
060403,CAJAMARCA,CHOTA,CHADIN,226791,CHADIN,-78.41925679000,-6.47133552000
010311,AMAZONAS,BONGARA,VALERA,228610,VALERA / SAN PABLO,-77.91928373000,-6.04259144000
220806,SAN MARTIN,RIOJA,POSIC,121924,POSIC,-77.16185999000,-6.01386391000
220903,SAN MARTIN,SAN MARTIN,CACATACHI,110250,CACATACHI,-76.45144615000,-6.46232864000
010610,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,130662,SANTA ROSA,-77.45533602000,-6.45315914000
060409,CAJAMARCA,CHOTA,HUAMBOS,129408,HUAMBOS,-78.96090536000,-6.45273103000
060408,CAJAMARCA,CHOTA,CONCHAN,133257,CONCHAN,-78.65599128000,-6.44455179000
160605,LORETO,UCAYALI,SARAYACU,116675,DOS DE MAYO,-75.11699506000,-6.39343846000
060417,CAJAMARCA,CHOTA,TACABAMBA,122054,TACABAMBA,-78.61125401000,-6.39306360000
140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,127579,JAYANCA,-79.82289792000,-6.39251273000
010605,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,118460,LIMABAMBA,-77.49857528000,-6.49805703000
220507,SAN MARTIN,LAMAS,RUMISAPA,536698,RUMIZAPA,-76.47135052000,-6.44863715000
140202,LAMBAYEQUE,FERRE├æAFE,CA├æARIS,130738,CA├æARIS,-79.26539988000,-6.04637555000
010609,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,113976,OMIA,-77.39588340000,-6.46788652000
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,113657,QUINJALCA,-77.67865177000,-6.09164390000
140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,115284,PACORA,-79.83898192000,-6.42825641000
010507,AMAZONAS,LUYA,LONGUITA,112188,LONGUITA,-77.96842560000,-6.41395247000
220509,SAN MARTIN,LAMAS,SHANAO,118907,SHANAO,-76.59393965000,-6.41131115000
220912,SAN MARTIN,SAN MARTIN,SAN ANTONIO,110775,SAN ANTONIO DE CUMBAZA,-76.40643803000,-6.40912640000
010603,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,237273,COCHAMAL,-77.57750414000,-6.40888964000
010606,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,110785,LONGAR / AY├æA,-77.54623978000,-6.38546815000
220510,SAN MARTIN,LAMAS,TABALOSOS,114363,TABALOSOS,-76.63433114000,-6.38963552000
010607,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,130264,MARISCAL BENAVIDES / CALLEJON,-77.50399515000,-6.38665515000
220506,SAN MARTIN,LAMAS,PINTO RECODO,239700,PINTO RECODO,-76.60412727000,-6.37947615000
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,127722,MAGDALENA,-77.90164215000,-6.37274703000
010522,AMAZONAS,LUYA,TINGO,131527,NUEVO TINGO,-77.91004480000,-6.37313063000
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,546715,MOLINOPAMPA,-77.66926690000,-6.20879589000
010509,AMAZONAS,LUYA,LUYA,221179,TRITA,-78.01347127800,-6.14745437200
220502,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,572659,ROQUE,-76.77477415000,-6.35573302000
220907,SAN MARTIN,SAN MARTIN,HUIMBAYOC,122049,NAVARRO,-75.73265224000,-6.37655856000
220504,SAN MARTIN,LAMAS,CAYNARACHI,125328,PONGO DE CAYNARACHI,-76.28422177000,-6.33062264000
060402,CAJAMARCA,CHOTA,ANGUIA,111710,ANGUIA,-78.60555662000,-6.34141404000
010119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,131757,MAYNO / SAN ISIDRO DE MAYNO,-77.88023041000,-6.33717903000
220103,SAN MARTIN,MOYOBAMBA,HABANA,118732,HABANA,-77.09153940000,-6.08028377000
220106,SAN MARTIN,MOYOBAMBA,YANTALO,114471,YANTALO,-77.02095315000,-5.97401602000
010504,AMAZONAS,LUYA,COLCAMAR,129105,COLCAMAR,-77.97290867000,-6.29926565000
060405,CAJAMARCA,CHOTA,CHIMBAN,548234,CHIMBAN,-78.47849939000,-6.25153416000
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,130193,CHILIQUIN,-77.73763977000,-6.07800203000
060614,CAJAMARCA,CUTERVO,SOCOTA,114735,SOCOTA,-78.69963624000,-6.31536306000
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,130081,LEVANTO,-77.89899640000,-6.30818103000
060608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,120451,SAN ANDRES DE CUTERVO,-78.71225808000,-6.23852905000
140203,LAMBAYEQUE,FERRE├æAFE,INCAHUASI,112597,INCAHUASI,-79.31677976000,-6.23567236000
010309,AMAZONAS,BONGARA,SAN CARLOS,214316,SAN CARLOS,-77.94532473000,-5.96610891000
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,133177,SOLOCO,-77.74404301000,-6.26140978000
010508,AMAZONAS,LUYA,LONYA CHICO,113418,LONYA CHICO,-77.95483384000,-6.22937796000
010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,123736,SAN FRANCISCO DE DAGUAS,-77.73302153000,-6.22918127000
010506,AMAZONAS,LUYA,INGUILPATA,112244,INGUILPATA,-77.95379579700,-6.23977505800
220906,SAN MARTIN,SAN MARTIN,EL PORVENIR,113333,PAPAPLAYA,-75.78170590000,-6.20929215000
010509,AMAZONAS,LUYA,LUYA,117772,LUYA,-77.94466219100,-6.16463870800
010121,AMAZONAS,CHACHAPOYAS,SONCHE,131418,SONCHE / SAN JUAN DE SONCHE,-77.77507352000,-6.21916677000
220906,SAN MARTIN,SAN MARTIN,EL PORVENIR,124451,PELEJO,-75.80076314000,-6.21187590000
010508,AMAZONAS,LUYA,LONYA CHICO,528334,COHECHAN,-78.01916754000,-6.18742840000
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,124940,HUANCAS,-77.86467452000,-6.17378365000
060414,CAJAMARCA,CHOTA,PION,132344,PION,-78.48214359000,-6.17826162000
140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,120288,MOTUPE,-79.71700414000,-6.15452890000
220104,SAN MARTIN,MOYOBAMBA,JEPELACIO,123977,JEPELACIO,-76.91500253000,-6.10796302000
010107,AMAZONAS,CHACHAPOYAS,GRANADA,128471,GRANADA / SAN PEDRO DE YAMBALJA,-77.62824628000,-6.10666465000
010516,AMAZONAS,LUYA,SAN CRISTOBAL,127037,SAN CRISTOBAL DE OLTO,-77.95997687000,-6.10198322000
010612,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,226384,VISTA ALEGRE,-77.30427467100,-6.15026825400
010509,AMAZONAS,LUYA,LUYA,519367,LUYA VIEJO,-78.02834351700,-6.14042275800
220105,SAN MARTIN,MOYOBAMBA,SORITOR,124973,SORITOR,-77.10216452000,-6.13923040000
220808,SAN MARTIN,RIOJA,YORONGOS,125763,YORONGOS,-77.14419928000,-6.13903640000
010520,AMAZONAS,LUYA,SANTA CATALINA,244656,SANTA CATALINA,-78.06093262800,-6.11363024400
010706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,213251,LONYA GRANDE,-78.42187677000,-6.09696089000
160508,LORETO,REQUENA,SOPLIN,130445,NUEVA ALEJANDRIA / CURINGA,-73.69274975000,-6.00798567000
060606,CAJAMARCA,CUTERVO,PIMPINGOS,116621,PIMPINGOS,-78.75832394100,-6.06198534700
010518,AMAZONAS,LUYA,SAN JERONIMO,111011,PACLAS,-77.97469806000,-6.05980808000
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,132479,ASUNCION GONCHA,-77.71051378000,-6.03218802000
220102,SAN MARTIN,MOYOBAMBA,CALZADA,116984,CALZADA,-77.06691814000,-6.02997764000
160211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,113141,SHUCUSHUYACU,-75.87401503000,-6.02512152000
140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,121213,OLMOS,-79.74716856000,-5.98823305000
010308,AMAZONAS,BONGARA,RECTA,128571,RECTA,-77.78887993000,-5.91754469000
010107,AMAZONAS,CHACHAPOYAS,GRANADA,121316,OLLEROS,-77.64770715000,-6.05360915000
010707,AMAZONAS,UTCUBAMBA,YAMON,132019,YAMON,-78.52855816000,-6.05073267000
060808,CAJAMARCA,JAEN,PUCARA,119268,PUCARA,-79.13010048000,-6.04179957000
060804,CAJAMARCA,JAEN,COLASAY,110266,COLASAY,-79.06855799000,-5.97885845000
010307,AMAZONAS,BONGARA,JAZAN,116865,PEDRO RUIZ GALLO,-77.97787694800,-5.94734360200
220804,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,112028,NUEVA CAJAMARCA,-77.30932128000,-5.94063752000
010703,AMAZONAS,UTCUBAMBA,CUMBA,121160,CUMBA,-78.66393577000,-5.93599839000
060807,CAJAMARCA,JAEN,POMAHUACA,120363,POMAHUACA,-79.22973097000,-5.93209344000
220809,SAN MARTIN,RIOJA,YURACYACU,116585,YURACYACU,-77.22627803000,-5.93066414000
010305,AMAZONAS,BONGARA,CUISPES,132425,CUISPES,-77.94579034000,-5.92815222000
010310,AMAZONAS,BONGARA,SHIPASBAMBA,123534,SHIPASBAMBA,-77.98086380000,-5.90995912000
220807,SAN MARTIN,RIOJA,SAN FERNANDO,111187,SAN FERNANDO,-77.26925840000,-5.90148228000
010705,AMAZONAS,UTCUBAMBA,JAMALCA,540001,JAMALCA,-78.23836815000,-5.89428865000
010302,AMAZONAS,BONGARA,CHISQUILLA,112322,CHISQUILLA,-77.78606486000,-5.89778757000
010304,AMAZONAS,BONGARA,COROSHA,122259,COROSHA,-77.82261644000,-5.84344429000
160202,LORETO,ALTO AMAZONAS,BALSAPUERTO,126324,BALSAPUERTO,-76.55972253000,-5.83361640000
010306,AMAZONAS,BONGARA,FLORIDA,210327,FLORIDA / POMACOCHAS,-77.96914045000,-5.82621890000
220802,SAN MARTIN,RIOJA,AWAJUN,119904,BAJO NARANJILLO,-77.38350315000,-5.81624002000
160504,LORETO,REQUENA,EMILIO SAN MARTIN,131031,TAMANCO,-74.28334094000,-5.79440380000
060810,CAJAMARCA,JAEN,SAN FELIPE,116394,SAN FELIPE,-79.31371473000,-5.77046135000
160505,LORETO,REQUENA,MAQUIA,311097,NUEVA SANTA ISABEL,-74.53817907000,-5.75009232000
220805,SAN MARTIN,RIOJA,PARDO MIGUEL,126580,NARANJOS,-77.50379115000,-5.73934903000
010702,AMAZONAS,UTCUBAMBA,CAJARURO,112758,CAJARURO,-78.42976452000,-5.73712827000
010312,AMAZONAS,BONGARA,YAMBRASBAMBA,122926,YAMBRASBAMBA,-77.92482280000,-5.73555203000
160509,LORETO,REQUENA,TAPICHE,311185,IBERIA,-74.13805655000,-5.69391966000
010203,AMAZONAS,BAGUA,COPALLIN,117686,COPALLIN,-78.42285628000,-5.67483503000
060802,CAJAMARCA,JAEN,BELLAVISTA,127911,BELLAVISTA,-78.67920519000,-5.66516820000
060809,CAJAMARCA,JAEN,SALLIQUE,118709,SALLIQUE,-79.31551510000,-5.65832272000
010704,AMAZONAS,UTCUBAMBA,EL MILAGRO,120672,EL MILAGRO,-78.55812940000,-5.63801902000
060806,CAJAMARCA,JAEN,LAS PIRIAS,131040,LAS PIRIAS,-78.85273934000,-5.62704997000
060805,CAJAMARCA,JAEN,HUABAL,523411,HUABAL,-78.89977271000,-5.61265625000
010206,AMAZONAS,BAGUA,LA PECA,131166,LA PECA,-78.43765626000,-5.61222928000
200803,PIURA,SECHURA,BERNAL,116590,BERNAL,-80.74175972000,-5.45860127100
200302,PIURA,HUANCABAMBA,CANCHAQUE,113882,CANCHAQUE,-79.60625000000,-5.37635080000
200110,PIURA,PIURA,LA UNION,110890,LA UNION,-80.74256283400,-5.40215471700
200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,117947,SAN MIGUEL DE EL FAIQUE,-79.60620987000,-5.40186526000
200107,PIURA,PIURA,CURA MORI,130306,CUCUNGARA,-80.66364891000,-5.32027746000
060812,CAJAMARCA,JAEN,SANTA ROSA,536843,SANTA ROSA,-78.56687137000,-5.43348749000
010202,AMAZONAS,BAGUA,ARAMANGO,111736,ARAMANGO,-78.43801640000,-5.41652752000
060907,CAJAMARCA,SAN IGNACIO,TABACONAS,110811,TABACONAS,-79.28364260000,-5.31618152000
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,120634,LA COIPA,-78.90613889000,-5.39298930000
200406,PIURA,MORROPON,SALITRAL,120711,SALITRAL,-79.83243013000,-5.34209868000
060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,132405,CHIRINOS,-78.89853154000,-5.30563177000
160205,LORETO,ALTO AMAZONAS,JEBEROS,118959,JEBEROS,-76.28373715000,-5.29091752000
160506,LORETO,REQUENA,PUINAHUA,232480,BRETA├æA,-74.34574608000,-5.25573062000
200115,PIURA,PIURA,VEINTISEIS DE OCTUBRE,132379,SAN MARTIN,-80.66927686000,-5.18190130000
010205,AMAZONAS,BAGUA,IMAZA,118993,CHIRIACO,-78.28883914000,-5.16398640000
200205,PIURA,AYABACA,MONTERO,111795,MONTERO,-79.82910068000,-4.63229992000
060905,CAJAMARCA,SAN IGNACIO,NAMBALLE,128613,NAMBALLE,-79.08783153000,-5.00437956000
200114,PIURA,PIURA,TAMBO GRANDE,119513,TAMBOGRANDE,-80.34224940000,-4.93533727000
200202,PIURA,AYABACA,FRIAS,129311,FRIAS,-79.94719627000,-4.93164103000
160510,LORETO,REQUENA,JENARO HERRERA,132880,JENARO HERRERA,-73.66968306000,-4.90368863000
200606,PIURA,SULLANA,MIGUEL CHECA,127970,SOJO,-80.81537972000,-4.90222289000
200602,PIURA,SULLANA,BELLAVISTA,116861,BELLAVISTA,-80.68076135000,-4.89025791000
200605,PIURA,SULLANA,MARCAVELICA,114061,MARCAVELICA,-80.70334929000,-4.88163789000
160507,LORETO,REQUENA,SAQUENA,215729,BAGAZAN,-73.53332019000,-4.72514763000
020105,ANCASH,HUARAZ,INDEPENDENCIA,129688,CENTENARIO,-77.53148110000,-9.51667278000
080704,CUSCO,CHUMBIVILCAS,COLQUEMARCA,125462,COLQUEMARCA,-72.04020652000,-14.28370029000
030709,APURIMAC,GRAU,SAN ANTONIO,112000,SAN ANTONIO,-72.62329522000,-14.16964166000
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,122480,SAN PEDRO DE LARCAY,-73.57282183000,-14.16884966000
030107,APURIMAC,ABANCAY,PICHIRHUA,117621,PICHIRHUA,-73.07341196000,-13.86117128000
210302,PUNO,CARABAYA,AJOYANI,130664,AJOYANI,-70.22394359000,-14.22965061000
030711,APURIMAC,GRAU,TURPAY,123872,TURPAY,-72.62244817000,-14.22772802000
050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,112741,SANTA ANA DE HUAYCAHUACHO,-73.95676718000,-14.22672548000
030412,APURIMAC,AYMARAES,SA├æAYCA,122752,SA├æAYCA,-73.34718271000,-14.20471012000
030306,APURIMAC,ANTABAMBA,PACHACONAS,121678,PACHACONAS,-73.01622514000,-14.22306346000
211207,PUNO,SANDIA,SAN JUAN DEL ORO,121289,SAN JUAN DEL ORO,-69.15372114000,-14.22103979000
030408,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,112790,PICHIHUA,-73.17389552000,-14.14819508000
080506,CUSCO,CANAS,PAMPAMARCA,132599,PAMPAMARCA,-71.45986626000,-14.14740916000
030714,APURIMAC,GRAU,CURASCO,128582,CURASCO,-72.56760492000,-14.06176007000
050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,111279,PAMPA CANGALLO,-74.19556010000,-13.55749703000
080603,CUSCO,CANCHIS,COMBAPATA,119884,COMBAPATA,-71.42963351900,-14.10159487200
080508,CUSCO,CANAS,TUPAC AMARU,132029,TUNGASUCA,-71.47603452000,-14.16392954000
030302,APURIMAC,ANTABAMBA,EL ORO,132967,AYAHUAY,-73.05855905000,-14.20938535000
030407,APURIMAC,AYMARAES,IHUAYLLO,117705,IHUAYLLO,-73.26787821000,-14.13343511000
090606,HUANCAVELICA,HUAYTARA,OCOYO,114684,OCOYO,-75.02249068000,-14.00826870000
030707,APURIMAC,GRAU,PATAYPAMPA,119343,PATAYPAMPA,-72.67221951000,-14.17743119000
110113,ICA,ICA,TATE,129414,TATE DE LA CAPILLA,-75.70781418000,-14.15564793000
030413,APURIMAC,AYMARAES,SORAYA,114630,SORAYA,-73.31492097000,-14.16493037000
030210,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,130343,PAMPACHIRI,-73.54450165000,-14.18704730000
080607,CUSCO,CANCHIS,SAN PEDRO,129868,SAN PEDRO,-71.34338497600,-14.18651576100
050905,AYACUCHO,SUCRE,HUACA├æA,113507,HUACA├æA,-73.88626375000,-14.17192030000
051107,AYACUCHO,VILCAS HUAMAN,SAURAMA,126740,SAURAMA,-73.75925065000,-13.69549604000
030414,APURIMAC,AYMARAES,TAPAIRIHUA,113864,TAPAIRIHUA,-73.14054461000,-14.14126936000
030710,APURIMAC,GRAU,SANTA ROSA,111153,SANTA ROSA,-72.65702071000,-14.13975999000
110110,ICA,ICA,SAN JUAN BAUTISTA,116714,SAN JUAN BAUTISTA,-75.73510056000,-14.01140553000
081002,CUSCO,PARURO,ACCHA,131587,ACCHA,-71.83147138000,-13.97120554000
110107,ICA,ICA,PUEBLO NUEVO,123564,PUEBLO NUEVO,-75.70750844000,-14.12868864000
050607,AYACUCHO,LUCANAS,HUAC-HUAS,127279,HUAC HUAS,-74.94202121000,-14.13145112000
050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,110184,SANTIAGO DE PAUCARAY,-73.63744099000,-14.04413482000
090605,HUANCAVELICA,HUAYTARA,LARAMARCA,116403,LARAMARCA,-75.03536181000,-13.94846782000
080204,CUSCO,ACOMAYO,MOSOC LLACTA,117484,MOSOC LLACTA,-71.47276801000,-14.12044440000
030506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,117080,CHALLHUAHUACHO,-72.24649698000,-14.11869023000
030402,APURIMAC,AYMARAES,CAPAYA,116945,CAPAYA,-73.32108699000,-14.11753619000
030706,APURIMAC,GRAU,MICAELA BASTIDAS,124981,AYRIHUANCA,-72.61432497000,-14.11526158000
050911,AYACUCHO,SUCRE,SORAS,127810,SORAS,-73.60407796000,-14.11448920000
211210,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,215286,SAN PEDRO DE PUTINA PUNCO,-69.04783388000,-14.11255578000
050906,AYACUCHO,SUCRE,MORCOLLA,117441,MORCOLLA,-73.87223251000,-14.10869890000
110114,ICA,ICA,YAUCA DEL ROSARIO,123771,PAMPAHUASI,-75.47711158000,-14.09920528000
110103,ICA,ICA,LOS AQUIJES,127786,LOS AQUIJES,-75.69137375000,-14.09630431000
110405,ICA,PALPA,TIBILLO,131546,TIBILLO,-75.17197327000,-14.09365579000
211209,PUNO,SANDIA,ALTO INAMBARI,128093,MASSIAPO,-69.24322477000,-14.09043890000
030505,APURIMAC,COTABAMBAS,MARA,133068,MARA,-72.10208977000,-14.08635536000
030211,APURIMAC,ANDAHUAYLAS,POMACOCHA,126727,POMACOCHA,-73.59095976000,-14.08404187000
030712,APURIMAC,GRAU,VILCABAMBA,131981,VILCABAMBA,-72.62498894000,-14.07777233000
030708,APURIMAC,GRAU,PROGRESO,131923,PROGRESO,-72.47633640000,-14.07247734000
081006,CUSCO,PARURO,OMACHA,126952,OMACHA,-71.73810965000,-14.06968978000
030702,APURIMAC,GRAU,CURPAHUASI,115653,CURPAHUASI,-72.67032204000,-14.06355016000
080202,CUSCO,ACOMAYO,ACOPIA,131483,ACOPIA,-71.49352002000,-14.05661840000
051004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,129175,ASQUIPATA,-73.90954176100,-14.05496180200
030416,APURIMAC,AYMARAES,TORAYA,127046,TORAYA,-73.29455309000,-14.05312739000
030217,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,122160,UMAMARCA,-73.56598661000,-14.05303133000
030206,APURIMAC,ANDAHUAYLAS,HUAYANA,128205,HUAYANA,-73.60931840000,-14.05069836000
110106,ICA,ICA,PARCONA,111324,PARCONA,-75.69852009000,-14.04679228000
090603,HUANCAVELICA,HUAYTARA,CORDOVA,113082,CORDOVA,-75.18470109000,-14.04103427000
110102,ICA,ICA,LA TINGUI├æA,114097,LA TINGUI├æA,-75.71208167000,-14.03907842000
050907,AYACUCHO,SUCRE,PAICO,125255,PAICO,-73.64213224000,-14.03841195000
080205,CUSCO,ACOMAYO,POMACANCHI,112652,POMACANCHI,-71.57106250000,-14.03481141000
080602,CUSCO,CANCHIS,CHECACUPE,128305,CHECACUPE,-71.45356989000,-14.02519053000
080207,CUSCO,ACOMAYO,SANGARARA,110715,SANGARARA,-71.60344577000,-13.94715240000
210307,PUNO,CARABAYA,ITUATA,123506,TAMBILLO,-70.21417045000,-13.87628738000
030405,APURIMAC,AYMARAES,COLCABAMBA,130248,COLCABAMBA,-73.25433154000,-14.00603741000
030409,APURIMAC,AYMARAES,LUCRE,118946,LUCRE,-73.22647755000,-13.94955185000
